key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
jamie-o-reilly,2010,IRE,KPF,22.0,3,1,33.7,0.0,86.47,74.78,57.02,86.47,79.4,0.76,0,1
jamie-o-reilly,2011,IRE,KPF,23.0,4,2,27.0,0.0,82.02,71.29,53.97,82.02,72.76,0.67,0,1
chris-mckaigue,2009,IRE,MID,20.0,0,0,0.0,0.0,103.87,89.07,57.78,103.87,103.87,1.0,0,1
nial-mckeever,2009,IRE,KPD,20.0,0,0,47.3,0.9,97.65,90.86,74.34,97.65,97.65,1.0,0,1
nial-mckeever,2010,IRE,KPD,21.0,0,1,47.3,1.0,98.07,84.5,69.42,98.07,94.64,0.88,0,1
nial-mckeever,2011,IRE,KPD,22.0,10,2,47.3,1.1,81.11,70.73,50.94,81.11,73.87,0.76,0,1
nial-mckeever,2012,IRE,KPD,23.0,19,3,53.0,0.0,79.9,70.63,57.72,79.9,72.58,0.67,0,1
nial-mckeever,2013,IRE,KPD,24.0,22,4,40.7,0.0,74.55,67.89,51.49,74.55,64.87,0.58,0,1
zach-tuohy,2009,IRE,SD,20.0,0,0,88.8,512.6,102.54,91.23,71.23,102.54,102.54,1.0,0,1
zach-tuohy,2010,IRE,SD,21.0,0,1,88.8,584.4,100.4,85.93,66.31,100.4,96.31,0.88,0,1
zach-tuohy,2011,IRE,SD,22.0,10,2,88.8,666.2,87.56,74.64,53.71,87.56,79.44,0.76,0,1
zach-tuohy,2012,IRE,SD,23.0,29,3,88.8,759.3,86.46,80.62,62.37,86.46,78.51,0.67,0,1
zach-tuohy,2013,IRE,SD,24.0,51,4,88.8,863.1,85.77,80.01,66.62,85.77,77.73,0.58,0,1
zach-tuohy,2014,IRE,SD,25.0,73,5,88.8,983.4,85.4,78.21,68.27,85.4,77.18,0.52,0,1
zach-tuohy,2015,IRE,SD,26.0,95,6,88.8,988.2,93.97,89.28,80.58,93.97,86.74,0.46,0,1
zach-tuohy,2016,IRE,SD,27.0,117,7,88.8,941.4,98.48,94.6,82.2,98.48,88.71,0.4,0,1
zach-tuohy,2017,IRE,SD,28.0,139,8,88.8,710.5,99.38,95.66,85.32,99.38,91.43,0.434,0,1
zach-tuohy,2018,IRE,SD,29.0,161,9,87.7,538.2,97.12,94.28,84.21,97.12,89.82,0.435,0,1
zach-tuohy,2019,IRE,SD,30.0,176,10,84.57,594.9,90.22,84.95,72.54,90.22,79.61,0.4,0,1
seamus-mcnamara,2009,UNR,RUCK,24.0,0,0,0.0,0.0,100.49,88.22,61.3,100.49,84.03,0.58,0,1
daniel-bass,2009,UNR,RUCK,22.0,0,0,0.0,0.0,106.93,90.76,67.78,106.93,97.54,0.76,0,1
sean-yoshiura,2009,PDA,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,0,1
dylan-mcneil,2009,PDA,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,0,1
claye-beams,2009,PDA,SF,18.0,0,0,61.57,5.7,97.91,83.99,50.25,97.91,97.91,1.0,0,1
claye-beams,2010,PDA,SF,19.0,0,1,61.57,6.5,97.91,85.19,61.5,97.91,97.91,1.0,0,1
claye-beams,2011,PDA,SF,20.0,5,2,61.57,7.4,89.74,78.04,55.29,89.74,89.74,1.0,0,1
claye-beams,2012,PDA,SF,21.0,13,3,61.57,6.4,94.83,81.43,61.79,94.83,90.87,0.88,0,1
claye-beams,2013,PDA,SF,22.0,15,4,57.2,7.3,84.05,72.47,55.76,84.05,77.26,0.76,0,1
claye-beams,2014,PDA,SF,23.0,28,5,57.2,8.3,79.39,74.1,58.32,79.39,72.44,0.67,0,1
claye-beams,2015,PDA,SF,24.0,36,6,55.13,0.1,75.42,72.12,61.76,75.42,69.68,0.58,0,1
claye-beams,2016,PDA,SF,25.0,45,7,51.8,0.1,68.96,62.41,52.12,68.96,60.88,0.52,0,1
claye-beams,2017,PDA,SF,26.0,54,8,56.6,0.0,69.8,67.47,54.32,69.8,61.44,0.46,0,1
broc-mccauley,2009,PDA,SF,23.0,0,0,72.3,9.5,76.67,66.8,52.97,76.67,68.85,0.67,0,1
broc-mccauley,2010,PDA,SF,24.0,0,1,72.3,10.9,71.57,64.65,52.37,71.57,63.51,0.58,0,1
broc-mccauley,2011,PDA,SF,25.0,3,2,72.3,12.0,70.84,63.55,50.57,70.84,61.11,0.52,0,1
broc-mccauley,2012,PDA,SF,26.0,6,3,72.3,0.0,71.54,65.32,52.55,71.54,61.29,0.46,0,1
nathan-gordon,2009,PDS,MID,19.0,0,0,49.8,0.0,112.82,94.86,66.85,112.82,112.82,1.0,0,1
nathan-gordon,2010,PDS,MID,20.0,0,1,49.8,0.1,103.87,89.07,57.78,103.87,103.87,1.0,0,1
nathan-gordon,2011,PDS,MID,21.0,2,2,49.8,0.1,102.46,86.63,53.08,102.46,96.53,0.88,0,1
nathan-gordon,2012,PDS,MID,22.0,2,3,49.8,0.1,94.06,83.92,54.44,94.06,84.55,0.76,0,1
nathan-gordon,2013,PDS,MID,23.0,2,4,49.8,0.1,93.81,86.92,58.88,93.81,82.29,0.67,0,1
nathan-gordon,2014,PDS,MID,24.0,14,5,49.8,0.0,86.97,76.03,53.39,86.97,72.87,0.58,0,1
nathan-gordon,2015,PDS,MID,25.0,23,6,43.8,0.0,80.27,72.29,42.92,80.27,62.34,0.52,0,1
jordan-johns,2009,PDS,RUCK,18.0,0,0,0.0,0.0,115.06,103.63,54.35,115.06,115.06,1.0,0,1
aidan-riley,2009,PDS,MID,18.0,0,0,41.2,0.0,112.82,94.9,52.22,112.82,112.82,1.0,0,1
aidan-riley,2010,PDS,MID,19.0,0,1,41.2,0.0,112.82,94.86,66.85,112.82,112.82,1.0,0,1
aidan-riley,2011,PDS,MID,20.0,5,2,41.2,0.0,102.17,85.11,52.2,102.17,102.17,1.0,0,1
aidan-riley,2012,PDS,MID,21.0,10,3,41.2,0.0,103.01,84.02,49.88,103.01,96.63,0.88,0,1
aidan-riley,2013,PDS,MID,22.0,12,4,41.2,0.0,93.09,81.15,49.58,93.09,82.65,0.76,0,1
aidan-riley,2014,PDS,MID,23.0,21,5,41.2,0.0,80.86,73.26,39.95,80.86,67.36,0.67,0,1
aidan-riley,2015,PDS,MID,24.0,25,6,31.0,0.0,77.66,71.13,35.37,77.66,59.89,0.58,0,1
jack-watts,2008,ND,SF,18.0,0,0,82.1,1372.6,102.97,103.28,89.25,103.28,103.28,1.0,1,0
jack-watts,2009,ND,SF,19.0,3,1,82.1,1564.7,97.62,94.28,79.21,97.62,97.62,1.0,1,0
jack-watts,2010,ND,SF,20.0,18,2,82.1,1781.1,94.62,90.28,75.94,94.62,94.62,1.0,1,0
jack-watts,2011,ND,SF,21.0,40,3,82.1,1712.1,99.23,96.69,84.17,99.23,97.42,0.88,1,0
jack-watts,2012,ND,SF,22.0,55,4,82.1,1324.8,107.53,99.6,87.98,107.53,103.37,0.787,1,0
jack-watts,2013,ND,SF,23.0,73,5,78.7,1158.8,100.29,95.46,82.68,100.29,94.81,0.689,1,0
jack-watts,2014,ND,SF,24.0,95,6,78.07,1021.9,92.13,85.48,78.16,92.13,86.3,0.583,1,0
jack-watts,2015,ND,SF,25.0,115,7,76.83,964.6,86.59,79.61,71.81,86.59,79.49,0.52,1,0
jack-watts,2016,ND,SF,26.0,137,8,75.47,526.3,96.75,89.81,78.52,96.75,88.11,0.526,1,0
jack-watts,2017,ND,SF,27.0,153,9,71.15,259.5,93.17,86.92,71.13,93.17,80.81,0.439,1,0
jack-watts,2018,ND,SF,28.0,172,10,66.5,190.7,81.28,75.97,64.65,81.28,71.3,0.4,1,0
jack-watts,2019,ND,SF,29.0,174,11,81.0,0.0,79.61,74.08,60.5,79.61,68.14,0.4,1,0
nicholas-naitanui,2008,ND,RUCK,18.0,0,0,113.43,3119.6,121.78,115.26,103.53,121.78,121.78,1.0,1,0
nicholas-naitanui,2009,ND,RUCK,19.0,10,1,113.43,3556.2,118.61,113.68,101.38,118.61,118.61,1.0,1,0
nicholas-naitanui,2010,ND,RUCK,20.0,32,2,113.43,4035.9,120.37,118.47,111.56,120.37,120.37,1.0,1,0
nicholas-naitanui,2011,ND,RUCK,21.0,55,3,113.43,4061.4,120.99,120.7,115.48,120.99,120.44,0.901,1,0
nicholas-naitanui,2012,ND,RUCK,22.0,77,4,113.43,3437.2,119.52,126.17,125.68,126.17,126.12,0.903,1,0
nicholas-naitanui,2013,ND,RUCK,23.0,88,5,110.87,3003.4,120.32,122.53,119.3,122.53,121.92,0.812,1,0
nicholas-naitanui,2014,ND,RUCK,24.0,108,6,110.87,2991.3,118.87,114.0,110.46,118.87,116.14,0.676,1,0
nicholas-naitanui,2015,ND,RUCK,25.0,131,7,110.87,2672.9,119.16,120.06,114.49,120.06,118.46,0.713,1,0
nicholas-naitanui,2016,ND,RUCK,26.0,146,8,110.87,2186.0,115.28,115.82,113.05,115.82,115.07,0.728,1,0
nicholas-naitanui,2017,ND,RUCK,27.0,146,9,108.1,2492.1,111.86,112.02,108.65,112.02,111.0,0.698,1,0
nicholas-naitanui,2018,ND,RUCK,28.0,161,10,108.1,2245.0,110.98,108.26,103.02,110.98,107.82,0.602,1,0
nicholas-naitanui,2019,ND,RUCK,29.0,166,11,108.1,2312.7,108.28,96.83,92.75,108.28,101.17,0.542,1,0
stephen-hill,2008,ND,MID,18.0,0,0,93.33,881.9,115.02,110.27,90.57,115.02,115.02,1.0,1,0
stephen-hill,2009,ND,MID,19.0,22,1,93.33,1001.1,120.37,117.35,99.17,120.37,120.37,1.0,1,0
stephen-hill,2010,ND,MID,20.0,45,2,93.33,1097.8,117.04,117.1,104.46,117.1,117.1,1.0,1,0
stephen-hill,2011,ND,MID,21.0,67,3,93.33,1191.4,117.61,113.5,101.71,117.61,115.7,0.88,1,0
stephen-hill,2012,ND,MID,22.0,89,4,93.33,1249.0,116.93,110.0,97.89,116.93,112.36,0.76,1,0
stephen-hill,2013,ND,MID,23.0,108,5,93.33,1162.8,115.2,108.08,97.65,115.2,109.45,0.672,1,0
stephen-hill,2014,ND,MID,24.0,128,6,93.33,811.4,116.36,112.66,102.47,116.36,111.71,0.665,1,0
stephen-hill,2015,ND,MID,25.0,151,7,88.37,424.9,114.1,108.2,99.08,114.1,108.61,0.634,1,0
stephen-hill,2016,ND,MID,26.0,172,8,80.67,121.8,110.61,104.51,94.36,110.61,103.23,0.546,1,0
stephen-hill,2017,ND,MID,27.0,190,9,71.67,21.3,105.88,96.29,81.33,105.88,91.15,0.4,1,0
stephen-hill,2018,ND,MID,28.0,203,10,67.3,11.3,97.13,86.75,71.15,97.13,81.54,0.4,1,0
stephen-hill,2019,ND,MID,29.0,206,11,62.9,12.9,83.92,73.93,58.66,83.92,68.77,0.4,1,0
hamish-hartlett,2008,ND,MID,18.0,0,0,96.83,1430.7,119.56,113.34,89.43,119.56,119.56,1.0,1,0
hamish-hartlett,2009,ND,MID,19.0,11,1,96.83,1630.5,120.19,114.2,94.18,120.19,120.19,1.0,1,0
hamish-hartlett,2010,ND,MID,20.0,15,2,96.83,1826.7,118.54,113.4,95.31,118.54,118.54,1.0,1,0
hamish-hartlett,2011,ND,MID,21.0,31,3,96.83,1655.4,125.45,117.11,104.86,125.45,123.36,0.899,1,0
hamish-hartlett,2012,ND,MID,22.0,46,4,96.57,1482.6,123.38,119.46,102.12,123.38,119.12,0.8,1,0
hamish-hartlett,2013,ND,MID,23.0,68,5,95.93,1288.4,121.91,117.14,102.29,121.91,116.28,0.713,1,0
hamish-hartlett,2014,ND,MID,24.0,90,6,92.8,901.0,120.29,115.67,104.15,120.29,115.32,0.692,1,0
hamish-hartlett,2015,ND,MID,25.0,112,7,86.57,349.3,123.35,120.48,107.22,123.35,118.43,0.695,1,0
hamish-hartlett,2016,ND,MID,26.0,127,8,78.83,327.5,105.69,100.06,85.64,105.69,95.06,0.47,1,0
hamish-hartlett,2017,ND,MID,27.0,148,9,78.43,292.5,102.13,92.91,76.26,102.13,86.6,0.4,1,0
hamish-hartlett,2018,ND,MID,28.0,153,10,72.23,221.6,99.38,90.35,73.12,99.38,83.62,0.4,1,0
hamish-hartlett,2019,ND,MID,29.0,164,11,72.23,101.5,101.76,88.88,69.08,101.76,82.16,0.4,1,0
michael-hurley,2008,ND,KPD,18.0,0,0,96.27,2380.0,98.85,96.53,71.82,98.85,98.85,1.0,1,0
michael-hurley,2009,ND,KPD,19.0,10,1,96.27,2339.3,107.59,105.55,95.74,107.59,107.59,1.0,1,0
michael-hurley,2010,ND,KPD,20.0,29,2,96.27,2496.5,105.18,105.34,94.46,105.34,105.34,1.0,1,0
michael-hurley,2011,ND,KPD,21.0,47,3,96.27,2326.2,107.08,103.6,92.94,107.08,105.62,0.897,1,0
michael-hurley,2012,ND,KPD,22.0,63,4,96.27,2385.5,101.68,100.48,91.59,101.68,99.42,0.776,1,0
michael-hurley,2013,ND,KPD,23.0,79,5,96.27,2544.2,94.15,92.33,79.61,94.15,89.35,0.67,1,0
michael-hurley,2014,ND,KPD,24.0,100,6,96.27,2276.2,100.4,98.41,90.99,100.4,97.27,0.667,1,0
michael-hurley,2015,ND,KPD,25.0,119,7,96.27,1764.5,109.26,103.78,96.62,109.26,105.58,0.708,1,0
michael-hurley,2016,ND,KPD,26.0,119,8,91.43,2011.6,105.79,99.97,90.86,105.79,100.9,0.672,1,0
michael-hurley,2017,ND,KPD,27.0,140,9,91.43,1220.0,109.69,107.28,100.06,109.69,107.38,0.76,1,0
michael-hurley,2018,ND,KPD,28.0,160,10,83.53,679.1,104.49,97.34,93.62,104.49,101.23,0.7,1,0
michael-hurley,2019,ND,KPD,29.0,179,11,80.0,369.6,93.41,92.22,79.72,93.41,87.65,0.58,1,0
christopher-yarran,2008,ND,SF,18.0,0,0,81.77,615.3,100.63,92.93,74.92,100.63,100.63,1.0,1,0
christopher-yarran,2009,ND,SF,19.0,6,1,81.77,701.4,96.58,89.0,72.1,96.58,96.58,1.0,1,0
christopher-yarran,2010,ND,SF,20.0,22,2,81.77,789.2,99.17,90.71,80.62,99.17,99.17,1.0,1,0
christopher-yarran,2011,ND,SF,21.0,45,3,81.77,317.8,110.15,98.98,90.22,110.15,108.21,0.902,1,0
christopher-yarran,2012,ND,SF,22.0,63,4,74.83,355.8,98.07,92.26,83.63,98.07,94.6,0.76,1,0
christopher-yarran,2013,ND,SF,23.0,84,5,74.57,400.6,92.56,85.82,75.54,92.56,86.95,0.67,1,0
christopher-yarran,2014,ND,SF,24.0,105,6,78.4,38.1,100.22,94.08,84.54,100.22,94.11,0.61,1,0
christopher-yarran,2015,ND,SF,25.0,119,7,74.1,0.0,93.57,85.88,80.43,93.57,87.42,0.532,1,0
daniel-rich,2008,ND,SD,18.0,0,0,99.77,1624.6,104.8,96.12,77.94,104.8,104.8,1.0,1,0
daniel-rich,2009,ND,SD,19.0,24,1,99.77,1641.3,115.28,110.22,100.38,115.28,115.28,1.0,1,0
daniel-rich,2010,ND,SD,20.0,46,2,99.77,1795.4,110.95,106.05,98.61,110.95,110.95,1.0,1,0
daniel-rich,2011,ND,SD,21.0,62,3,99.77,1823.1,113.42,106.24,97.21,113.42,111.5,0.881,1,0
daniel-rich,2012,ND,SD,22.0,82,4,99.77,1690.5,113.36,110.08,100.89,113.36,110.78,0.793,1,0
daniel-rich,2013,ND,SD,23.0,98,5,99.77,1674.3,110.53,108.02,99.67,110.53,107.32,0.705,1,0
daniel-rich,2014,ND,SD,24.0,101,6,99.77,1837.1,105.75,103.8,93.2,105.75,100.94,0.617,1,0
daniel-rich,2015,ND,SD,25.0,122,7,99.77,1968.2,101.51,97.58,87.15,101.51,94.61,0.52,1,0
daniel-rich,2016,ND,SD,26.0,143,8,99.77,1947.4,100.46,97.7,86.87,100.46,93.49,0.487,1,0
daniel-rich,2017,ND,SD,27.0,165,9,99.77,1812.7,105.93,103.23,93.71,105.93,99.78,0.497,1,0
daniel-rich,2018,ND,SD,28.0,183,10,99.77,1942.5,99.21,95.28,82.08,99.21,89.1,0.41,1,0
daniel-rich,2019,ND,SD,29.0,207,11,99.77,1601.5,107.4,103.77,91.05,107.4,100.0,0.547,1,0
tyrone-vickery,2008,ND,KPF,18.0,0,0,78.4,595.5,88.33,79.4,49.03,88.33,88.33,1.0,1,0
tyrone-vickery,2009,ND,KPF,19.0,9,1,78.4,678.4,88.47,82.53,64.48,88.47,88.47,1.0,1,0
tyrone-vickery,2010,ND,KPF,20.0,23,2,78.4,773.4,95.45,87.2,69.62,95.45,95.45,1.0,1,0
tyrone-vickery,2011,ND,KPF,21.0,45,3,78.4,855.1,103.08,96.03,84.39,103.08,100.84,0.88,1,0
tyrone-vickery,2012,ND,KPF,22.0,54,4,78.4,972.8,94.72,90.23,77.2,94.72,90.52,0.76,1,0
tyrone-vickery,2013,ND,KPF,23.0,75,5,78.4,637.0,102.0,96.22,84.02,102.0,96.74,0.707,1,0
tyrone-vickery,2014,ND,KPF,24.0,87,6,70.6,357.9,99.44,93.91,83.97,99.44,93.75,0.633,1,0
tyrone-vickery,2015,ND,KPF,25.0,102,7,62.77,9.1,96.82,95.93,80.78,96.82,90.27,0.591,1,0
tyrone-vickery,2016,ND,KPF,26.0,119,8,55.2,1.7,76.52,74.07,66.36,76.52,71.03,0.46,1,0
tyrone-vickery,2017,ND,KPF,27.0,125,9,53.3,0.0,74.15,69.21,61.6,74.15,66.62,0.4,1,0
jack-ziebell,2008,ND,MID,18.0,0,0,99.03,1516.7,115.31,107.69,81.9,115.31,115.31,1.0,1,0
jack-ziebell,2009,ND,MID,19.0,10,1,99.03,1722.4,115.51,108.72,87.54,115.51,115.51,1.0,1,0
jack-ziebell,2010,ND,MID,20.0,24,2,99.03,1951.4,111.41,106.19,88.0,111.41,111.41,1.0,1,0
jack-ziebell,2011,ND,MID,21.0,45,3,99.03,2134.8,117.39,108.66,95.8,117.39,114.8,0.88,1,0
jack-ziebell,2012,ND,MID,22.0,62,4,99.03,2263.4,117.33,109.69,94.32,117.33,111.81,0.76,1,0
jack-ziebell,2013,ND,MID,23.0,80,5,99.03,2068.9,122.05,116.11,104.65,122.05,117.37,0.731,1,0
jack-ziebell,2014,ND,MID,24.0,100,6,97.6,2193.0,108.72,105.94,93.63,108.72,102.43,0.583,1,0
jack-ziebell,2015,ND,MID,25.0,124,7,97.6,1974.6,106.78,103.91,92.79,106.78,100.38,0.542,1,0
jack-ziebell,2016,ND,MID,26.0,147,8,97.6,1765.0,111.25,104.52,96.75,111.25,104.93,0.564,1,0
jack-ziebell,2017,ND,MID,27.0,166,9,96.1,1652.2,107.69,101.46,93.66,107.69,100.52,0.489,1,0
jack-ziebell,2018,ND,MID,28.0,188,10,96.03,1667.6,102.58,95.83,85.5,102.58,92.72,0.423,1,0
jack-ziebell,2019,ND,MID,29.0,210,11,96.03,1251.5,104.86,95.69,90.34,104.86,97.28,0.478,1,0
phil-davis,2008,ND,KPD,18.0,0,0,75.6,398.6,96.02,91.77,72.11,96.02,96.02,1.0,1,0
phil-davis,2009,ND,KPD,19.0,0,1,75.6,454.4,96.02,90.82,71.7,96.02,96.02,1.0,1,0
phil-davis,2010,ND,KPD,20.0,15,2,75.6,493.7,96.97,92.26,81.59,96.97,96.97,1.0,1,0
phil-davis,2011,ND,KPD,21.0,18,3,75.6,562.3,93.31,81.52,72.89,93.31,90.86,0.88,1,0
phil-davis,2012,ND,KPD,22.0,40,4,75.6,435.5,95.33,91.36,83.45,95.33,92.48,0.76,1,0
phil-davis,2013,ND,KPD,23.0,53,5,73.33,466.8,88.73,86.21,75.45,88.73,84.34,0.67,1,0
phil-davis,2014,ND,KPD,24.0,64,6,73.33,521.0,81.21,77.06,69.85,81.21,76.44,0.58,1,0
phil-davis,2015,ND,KPD,25.0,76,7,73.33,547.0,78.72,74.51,69.06,78.72,74.08,0.52,1,0
phil-davis,2016,ND,KPD,26.0,97,8,73.33,570.3,78.41,75.47,70.2,78.41,73.98,0.46,1,0
phil-davis,2017,ND,KPD,27.0,121,9,73.33,588.5,77.31,72.87,68.08,77.31,71.77,0.4,1,0
phil-davis,2018,ND,KPD,28.0,143,10,69.5,311.1,83.43,79.9,74.28,83.43,78.03,0.41,1,0
phil-davis,2019,ND,KPD,29.0,166,11,61.0,44.6,84.19,81.75,72.83,84.19,77.79,0.437,1,0
steele-sidebottom,2008,ND,MID,18.0,0,0,109.6,3349.1,115.75,104.8,82.61,115.75,115.75,1.0,1,0
steele-sidebottom,2009,ND,MID,19.0,11,1,109.6,3745.6,117.54,110.27,94.23,117.54,117.54,1.0,1,0
steele-sidebottom,2010,ND,MID,20.0,36,2,109.6,4079.8,120.15,117.21,103.84,120.15,120.15,1.0,1,0
steele-sidebottom,2011,ND,MID,21.0,61,3,109.6,4440.2,120.14,112.31,104.37,120.14,118.25,0.88,1,0
steele-sidebottom,2012,ND,MID,22.0,85,4,109.6,4042.4,127.51,121.36,113.18,127.51,125.29,0.845,1,0
steele-sidebottom,2013,ND,MID,23.0,108,5,109.6,3854.2,127.0,121.32,115.68,127.0,124.88,0.812,1,0
steele-sidebottom,2014,ND,MID,24.0,127,6,109.6,3267.6,126.14,125.65,118.52,126.14,124.86,0.832,1,0
steele-sidebottom,2015,ND,MID,25.0,143,7,106.6,2959.7,123.81,119.74,111.42,123.81,120.85,0.762,1,0
steele-sidebottom,2016,ND,MID,26.0,163,8,105.9,2548.5,123.16,118.9,108.94,123.16,119.39,0.735,1,0
steele-sidebottom,2017,ND,MID,27.0,185,9,102.5,2371.4,110.15,108.49,102.17,110.15,106.9,0.593,1,0
steele-sidebottom,2018,ND,MID,28.0,211,10,102.33,1997.3,109.55,105.63,101.45,109.55,106.62,0.639,1,0
steele-sidebottom,2019,ND,MID,29.0,234,11,99.07,1757.1,106.23,98.64,93.12,106.23,100.69,0.577,1,0
lewis-johnston,2008,ND,KPF,18.0,0,0,70.0,70.0,88.69,80.28,52.12,88.69,88.69,1.0,1,0
lewis-johnston,2009,ND,KPF,19.0,0,1,70.0,79.8,88.69,80.17,62.19,88.69,88.69,1.0,1,0
lewis-johnston,2010,ND,KPF,20.0,0,2,70.0,91.0,91.79,79.7,63.71,91.79,91.79,1.0,1,0
lewis-johnston,2011,ND,KPF,21.0,2,3,70.0,103.8,93.66,76.42,61.54,93.66,89.81,0.88,1,0
lewis-johnston,2012,ND,KPF,22.0,3,4,70.0,118.2,84.32,73.6,58.77,84.32,78.18,0.76,1,0
lewis-johnston,2013,ND,KPF,23.0,8,5,70.0,3.8,82.04,73.24,57.68,82.04,74.0,0.67,1,0
lewis-johnston,2014,ND,KPF,24.0,10,6,57.5,0.0,79.75,73.07,56.46,79.75,69.97,0.58,1,0
tom-lynch,2008,ND,SF,18.0,0,0,87.33,1050.7,101.48,94.16,68.42,101.48,101.48,1.0,1,0
tom-lynch,2009,ND,SF,19.0,0,1,87.33,1197.8,101.48,93.27,67.32,101.48,101.48,1.0,1,0
tom-lynch,2010,ND,SF,20.0,1,2,87.33,1365.5,96.52,87.0,63.73,96.52,96.52,1.0,1,0
tom-lynch,2011,ND,SF,21.0,6,3,87.33,1556.4,95.96,84.83,63.81,95.96,92.1,0.88,1,0
tom-lynch,2012,ND,SF,22.0,12,4,87.33,1774.3,86.67,75.13,49.54,86.67,77.76,0.76,1,0
tom-lynch,2013,ND,SF,23.0,29,5,87.33,1701.6,99.6,93.77,75.93,99.6,91.88,0.674,1,0
tom-lynch,2014,ND,SF,24.0,37,6,87.33,1930.2,89.0,86.8,68.11,89.0,80.23,0.58,1,0
tom-lynch,2015,ND,SF,25.0,60,7,87.33,1660.9,101.94,99.55,86.42,101.94,96.1,0.624,1,0
tom-lynch,2016,ND,SF,26.0,83,8,86.57,1328.4,100.74,99.65,84.0,100.74,94.19,0.609,1,0
tom-lynch,2017,ND,SF,27.0,106,9,84.1,972.0,101.31,98.3,81.72,101.31,92.84,0.568,1,0
tom-lynch,2018,ND,SF,28.0,123,10,80.37,751.0,98.42,94.16,82.77,98.42,90.85,0.516,1,0
tom-lynch,2019,ND,SF,29.0,139,11,78.83,381.4,96.52,92.87,81.39,96.52,89.38,0.528,1,0
ayce-cordy,2008,ND,RUCK,18.0,0,0,46.6,2.4,108.3,87.35,55.2,108.3,108.3,1.0,1,0
ayce-cordy,2009,ND,RUCK,19.0,0,1,46.6,2.8,108.3,87.24,66.35,108.3,108.3,1.0,1,0
ayce-cordy,2010,ND,RUCK,20.0,0,2,46.6,3.1,106.32,85.28,63.61,106.32,106.32,1.0,1,0
ayce-cordy,2011,ND,RUCK,21.0,2,3,46.6,3.6,114.17,87.35,69.93,114.17,108.86,0.88,1,0
ayce-cordy,2012,ND,RUCK,22.0,14,4,46.6,4.1,115.13,85.06,56.45,115.13,101.05,0.76,1,0
ayce-cordy,2013,ND,RUCK,23.0,19,5,47.7,4.6,113.4,82.39,54.42,113.4,93.94,0.67,1,0
ayce-cordy,2014,ND,RUCK,24.0,20,6,47.7,0.3,107.07,81.83,55.54,107.07,85.43,0.58,1,0
ayce-cordy,2015,ND,RUCK,25.0,27,7,47.7,0.0,102.41,80.69,56.6,102.41,80.42,0.52,1,0
mitchell-brown-1,2008,ND,KPF,18.0,0,0,68.1,169.7,88.69,80.25,49.96,88.69,88.69,1.0,1,0
mitchell-brown-1,2009,ND,KPF,19.0,0,1,68.1,193.5,88.69,80.14,60.3,88.69,88.69,1.0,1,0
mitchell-brown-1,2010,ND,KPF,20.0,0,2,68.1,220.6,92.08,80.11,61.97,92.08,92.08,1.0,1,0
mitchell-brown-1,2011,ND,KPF,21.0,2,3,68.1,251.2,94.75,78.24,66.08,94.75,91.31,0.88,1,0
mitchell-brown-1,2012,ND,KPF,22.0,5,4,68.1,286.3,86.08,73.99,61.48,86.08,80.18,0.76,1,0
mitchell-brown-1,2013,ND,KPF,23.0,10,5,68.1,326.0,83.01,71.01,53.48,83.01,73.27,0.67,1,0
mitchell-brown-1,2014,ND,KPF,24.0,15,6,68.1,371.0,81.09,69.81,55.92,81.09,70.52,0.58,1,0
mitchell-brown-1,2015,ND,KPF,25.0,15,7,68.1,422.9,74.78,67.26,55.34,74.78,65.45,0.52,1,0
mitchell-brown-1,2016,ND,KPF,26.0,36,8,68.1,382.9,79.22,74.93,64.68,79.22,71.37,0.46,1,0
mitchell-brown-1,2017,ND,KPF,27.0,40,9,69.05,349.7,78.62,74.35,63.69,78.62,69.66,0.4,1,0
mitchell-brown-1,2018,ND,KPF,28.0,54,10,69.05,124.1,82.58,75.54,65.04,82.58,72.53,0.427,1,0
mitchell-brown-1,2019,ND,KPF,29.0,70,11,63.1,92.1,76.78,70.41,61.71,76.78,67.74,0.4,1,0
ryan-schoenmakers,2008,ND,KPD,18.0,0,0,66.13,156.9,96.17,91.25,69.6,96.17,96.17,1.0,1,0
ryan-schoenmakers,2009,ND,KPD,19.0,13,1,66.13,178.8,90.62,85.11,66.67,90.62,90.62,1.0,1,0
ryan-schoenmakers,2010,ND,KPD,20.0,24,2,66.13,203.6,87.09,82.36,67.85,87.09,87.09,1.0,1,0
ryan-schoenmakers,2011,ND,KPD,21.0,35,3,66.13,183.9,94.87,87.17,78.69,94.87,92.92,0.88,1,0
ryan-schoenmakers,2012,ND,KPD,22.0,60,4,66.1,146.6,88.79,85.76,76.11,88.79,85.75,0.76,1,0
ryan-schoenmakers,2013,ND,KPD,23.0,64,5,62.47,151.3,86.08,81.98,71.47,86.08,81.26,0.67,1,0
ryan-schoenmakers,2014,ND,KPD,24.0,79,6,62.47,125.5,81.51,77.99,69.76,81.51,76.57,0.58,1,0
ryan-schoenmakers,2015,ND,KPD,25.0,95,7,57.07,3.5,82.95,79.06,69.66,82.95,76.57,0.52,1,0
