key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
kurt-tippett,2015,ND,KPF,28.0,152,9,80.71,480.9,99.78,98.58,90.85,99.78,96.56,0.639,1,0
kurt-tippett,2016,ND,KPF,29.0,169,10,75.09,4.2,94.74,93.93,82.97,94.74,90.03,0.6,1,0
kurt-tippett,2017,ND,KPF,30.0,178,11,67.11,0.0,88.7,86.29,72.25,88.7,80.55,0.505,1,0
jarryd-morton,2006,ND,SF,18.0,0,0,68.27,89.2,88.87,82.23,57.29,88.87,88.87,1.0,1,0
jarryd-morton,2007,ND,SF,19.0,0,1,68.27,101.7,88.87,82.21,59.51,88.87,88.87,1.0,1,0
jarryd-morton,2008,ND,SF,20.0,8,2,68.27,65.3,94.33,84.07,64.38,94.33,94.33,1.0,1,0
jarryd-morton,2009,ND,SF,21.0,17,3,68.78,6.1,96.66,85.59,71.4,96.66,93.63,0.88,1,0
jarryd-morton,2010,ND,SF,22.0,22,4,61.6,0.0,90.55,80.26,65.74,90.55,84.59,0.76,1,0
chris-schmidt,2006,ND,SD,18.0,0,0,71.62,12.9,100.43,86.9,63.3,100.43,100.43,1.0,1,0
chris-schmidt,2007,ND,SD,19.0,2,1,71.62,14.7,98.73,84.45,62.7,98.73,98.73,1.0,1,0
chris-schmidt,2008,ND,SD,20.0,2,2,71.62,16.8,93.64,80.05,60.75,93.64,93.64,1.0,1,0
chris-schmidt,2009,ND,SD,21.0,2,3,71.62,19.1,96.32,77.97,59.22,96.32,91.87,0.88,1,0
chris-schmidt,2010,ND,SD,22.0,15,4,71.62,0.0,101.07,86.97,71.43,101.07,93.96,0.76,1,0
chris-schmidt,2011,ND,SD,23.0,20,5,53.4,0.0,91.73,78.31,63.8,91.73,82.51,0.67,1,0
mark-austin,2006,ND,KPD,18.0,0,0,49.7,3.3,93.62,87.08,63.71,93.62,93.62,1.0,1,0
mark-austin,2007,ND,KPD,19.0,1,1,49.7,3.7,92.08,82.45,65.2,92.08,92.08,1.0,1,0
mark-austin,2008,ND,KPD,20.0,5,2,49.7,4.2,90.47,78.93,61.59,90.47,90.47,1.0,1,0
mark-austin,2009,ND,KPD,21.0,14,3,49.7,3.8,88.76,73.9,62.21,88.76,85.57,0.88,1,0
mark-austin,2010,ND,KPD,22.0,14,4,44.05,4.3,81.07,70.61,53.24,81.07,74.39,0.76,1,0
mark-austin,2011,ND,KPD,23.0,15,5,44.05,0.8,77.74,65.96,52.96,77.74,69.56,0.67,1,0
mark-austin,2012,ND,KPD,24.0,26,6,44.05,0.1,75.27,66.75,55.87,75.27,67.12,0.58,1,0
mark-austin,2013,ND,KPD,25.0,33,7,40.25,0.0,72.82,65.98,57.31,72.82,65.38,0.52,1,0
mark-austin,2014,ND,KPD,26.0,44,8,35.36,0.0,66.7,51.28,47.43,66.7,56.29,0.46,1,0
alwyn-davey,2006,ND,SF,22.0,0,0,69.82,383.0,76.98,60.13,48.85,76.98,70.23,0.76,1,0
alwyn-davey,2007,ND,SF,23.0,14,1,69.82,380.6,83.42,71.48,57.76,83.42,74.95,0.67,1,0
alwyn-davey,2008,ND,SF,24.0,19,2,68.12,191.2,81.99,74.07,65.03,81.99,74.87,0.58,1,0
alwyn-davey,2009,ND,SF,25.0,39,3,68.12,125.4,84.16,75.71,65.69,84.16,75.3,0.52,1,0
alwyn-davey,2010,ND,SF,26.0,55,4,63.25,12.2,81.9,76.24,68.22,81.9,74.51,0.46,1,0
alwyn-davey,2011,ND,SF,27.0,69,5,57.72,12.7,74.93,67.64,61.98,74.93,67.16,0.4,1,0
alwyn-davey,2012,ND,SF,28.0,86,6,58.98,1.1,74.0,66.95,58.75,74.0,64.85,0.4,1,0
alwyn-davey,2013,ND,SF,29.0,100,7,55.36,0.0,69.23,61.85,55.04,69.23,60.72,0.4,1,0
todd-goldstein,2006,ND,RUCK,18.0,0,0,118.29,3440.9,110.21,95.65,50.64,110.21,110.21,1.0,1,0
todd-goldstein,2007,ND,RUCK,19.0,0,1,118.29,3922.7,110.21,95.93,64.47,110.21,110.21,1.0,1,0
todd-goldstein,2008,ND,RUCK,20.0,3,2,118.29,4471.8,112.6,99.34,62.4,112.6,112.6,1.0,1,0
todd-goldstein,2009,ND,RUCK,21.0,16,3,118.29,5097.9,118.85,100.17,70.38,118.85,113.03,0.88,1,0
todd-goldstein,2010,ND,RUCK,22.0,37,4,118.29,5808.3,118.94,104.93,81.74,118.94,110.01,0.76,1,0
todd-goldstein,2011,ND,RUCK,23.0,58,5,118.29,5450.6,127.98,126.99,115.88,127.98,125.89,0.828,1,0
todd-goldstein,2012,ND,RUCK,24.0,79,6,117.97,5748.8,121.13,119.18,106.68,121.13,116.73,0.696,1,0
todd-goldstein,2013,ND,RUCK,25.0,101,7,117.97,5363.5,128.9,127.61,118.28,128.9,126.86,0.808,1,0
todd-goldstein,2014,ND,RUCK,26.0,125,8,117.45,5144.7,128.25,126.38,114.06,128.25,125.18,0.784,1,0
todd-goldstein,2015,ND,RUCK,27.0,149,9,117.45,3857.4,128.86,126.59,125.17,128.86,127.97,0.76,1,0
todd-goldstein,2016,ND,RUCK,28.0,171,10,111.03,3431.8,126.16,122.1,118.34,126.16,124.29,0.76,1,0
todd-goldstein,2017,ND,RUCK,29.0,190,11,108.39,3365.9,110.13,107.73,95.82,110.13,104.91,0.635,1,0
todd-goldstein,2018,ND,RUCK,30.0,212,12,108.39,3118.4,109.56,106.91,93.55,109.56,103.98,0.651,1,0
todd-goldstein,2019,ND,RUCK,31.0,234,13,108.35,2434.2,118.03,114.18,105.98,118.03,115.14,0.76,1,0
james-hawksley,2006,ND,SD,18.0,0,0,62.1,9.6,100.89,89.07,61.14,100.89,100.89,1.0,1,0
james-hawksley,2007,ND,SD,19.0,0,1,62.1,11.0,100.89,88.82,62.93,100.89,100.89,1.0,1,0
james-hawksley,2008,ND,SD,20.0,4,2,62.1,12.5,95.27,82.29,58.34,95.27,95.27,1.0,1,0
james-hawksley,2009,ND,SD,21.0,11,3,62.1,14.0,97.98,79.26,57.47,97.98,93.12,0.88,1,0
james-hawksley,2010,ND,SD,22.0,22,4,64.43,11.8,93.58,85.2,66.43,93.58,87.07,0.76,1,0
james-hawksley,2011,ND,SD,23.0,28,5,62.5,12.6,89.55,81.35,66.47,89.55,81.93,0.67,1,0
james-hawksley,2012,ND,SD,24.0,32,6,71.75,0.0,89.12,81.14,67.74,89.12,80.14,0.58,1,0
nathan-krakouer,2006,ND,SF,18.0,0,0,69.3,93.3,90.31,84.64,55.51,90.31,90.31,1.0,1,0
nathan-krakouer,2007,ND,SF,19.0,11,1,69.3,106.4,87.67,84.73,53.97,87.67,87.67,1.0,1,0
nathan-krakouer,2008,ND,SF,20.0,14,2,69.3,121.1,85.02,76.07,54.61,85.02,85.02,1.0,1,0
nathan-krakouer,2009,ND,SF,21.0,33,3,69.3,37.5,98.65,91.69,76.67,98.65,96.01,0.88,1,0
nathan-krakouer,2010,ND,SF,22.0,40,4,64.32,42.6,87.86,83.48,66.52,87.86,82.74,0.76,1,0
nathan-krakouer,2011,ND,SF,23.0,53,5,61.54,48.6,77.76,67.8,56.34,77.76,70.69,0.67,1,0
nathan-krakouer,2012,ND,SF,24.0,53,6,68.77,55.4,71.98,65.46,54.31,71.98,64.56,0.58,1,0
nathan-krakouer,2013,ND,SF,25.0,53,7,68.77,63.2,69.46,60.25,50.85,69.46,60.53,0.52,1,0
nathan-krakouer,2014,ND,SF,26.0,53,8,68.77,72.0,67.44,57.95,45.45,67.44,55.57,0.46,1,0
nathan-krakouer,2015,ND,SF,27.0,67,9,68.77,7.6,77.66,74.26,62.66,77.66,68.66,0.4,1,0
nathan-krakouer,2016,ND,SF,28.0,82,10,68.6,0.0,79.21,74.05,62.68,79.21,69.29,0.4,1,0
josh-p-kennedy,2006,ND,MID,18.0,0,0,115.64,3127.2,106.91,92.54,57.99,106.91,106.91,1.0,1,0
josh-p-kennedy,2007,ND,MID,19.0,0,1,115.64,3565.0,106.91,92.64,61.19,106.91,106.91,1.0,1,0
josh-p-kennedy,2008,ND,MID,20.0,3,2,115.64,4064.1,107.57,91.91,57.14,107.57,107.57,1.0,1,0
josh-p-kennedy,2009,ND,MID,21.0,13,3,115.64,4507.0,111.93,100.72,79.22,111.93,108.0,0.88,1,0
josh-p-kennedy,2010,ND,MID,22.0,37,4,115.64,4952.0,117.12,110.09,91.2,117.12,110.9,0.76,1,0
josh-p-kennedy,2011,ND,MID,23.0,61,5,115.64,5114.7,121.97,116.62,105.21,121.97,117.63,0.741,1,0
josh-p-kennedy,2012,ND,MID,24.0,86,6,115.64,4313.4,126.82,123.48,118.66,126.82,125.45,0.832,1,0
josh-p-kennedy,2013,ND,MID,25.0,111,7,113.27,4076.0,124.87,121.26,112.97,124.87,122.37,0.79,1,0
josh-p-kennedy,2014,ND,MID,26.0,134,8,113.27,3524.1,123.53,120.23,118.4,123.53,122.42,0.784,1,0
josh-p-kennedy,2015,ND,MID,27.0,158,9,111.1,2895.5,123.39,118.49,117.85,123.39,122.06,0.76,1,0
josh-p-kennedy,2016,ND,MID,28.0,183,10,107.89,2155.4,120.71,113.04,112.0,120.71,118.62,0.76,1,0
josh-p-kennedy,2017,ND,MID,29.0,204,11,101.9,1712.1,114.74,106.17,101.9,114.74,110.94,0.704,1,0
josh-p-kennedy,2018,ND,MID,30.0,227,12,99.1,1443.5,105.65,101.63,90.9,105.65,99.53,0.585,1,0
josh-p-kennedy,2019,ND,MID,31.0,246,13,98.44,806.0,107.66,105.48,95.79,107.66,103.84,0.678,1,0
tom-hawkins,2006,ND,KPF,18.0,0,0,100.84,2465.0,95.31,86.22,53.2,95.31,95.31,1.0,1,0
tom-hawkins,2007,ND,KPF,19.0,9,1,100.84,2808.6,96.34,95.59,72.92,96.34,96.34,1.0,1,0
tom-hawkins,2008,ND,KPF,20.0,19,2,100.84,3024.1,102.01,101.81,84.74,102.01,102.01,1.0,1,0
tom-hawkins,2009,ND,KPF,21.0,43,3,100.84,3245.3,105.0,106.84,90.54,106.84,104.88,0.88,1,0
tom-hawkins,2010,ND,KPF,22.0,61,4,100.84,3390.4,101.69,101.64,88.92,101.69,98.76,0.771,1,0
tom-hawkins,2011,ND,KPF,23.0,79,5,100.84,3552.8,101.43,101.26,84.88,101.43,96.37,0.694,1,0
tom-hawkins,2012,ND,KPF,24.0,101,6,100.84,3251.3,105.48,104.15,96.41,105.48,102.99,0.726,1,0
tom-hawkins,2013,ND,KPF,25.0,123,7,100.84,3613.8,94.84,94.03,79.31,94.84,87.84,0.549,1,0
tom-hawkins,2014,ND,KPF,26.0,147,8,100.84,3457.4,101.18,101.52,86.53,101.52,95.55,0.602,1,0
tom-hawkins,2015,ND,KPF,27.0,166,9,100.84,3492.5,100.38,98.78,79.2,100.38,90.61,0.539,1,0
tom-hawkins,2016,ND,KPF,28.0,189,10,100.84,3430.6,102.24,100.53,82.42,102.24,93.53,0.56,1,0
tom-hawkins,2017,ND,KPF,29.0,211,11,100.84,3350.5,100.77,102.76,82.2,102.76,93.94,0.571,1,0
tom-hawkins,2018,ND,KPF,30.0,232,12,100.84,2769.0,106.72,105.07,89.18,106.72,101.74,0.716,1,0
tom-hawkins,2019,ND,KPF,31.0,256,13,98.39,2554.5,99.17,98.59,83.71,99.17,93.63,0.641,1,0
bachar-houli,2006,ND,SD,18.0,0,0,98.29,1524.8,101.34,88.89,61.21,101.34,101.34,1.0,1,0
bachar-houli,2007,ND,SD,19.0,4,1,98.29,1738.2,99.64,86.29,63.99,99.64,99.64,1.0,1,0
bachar-houli,2008,ND,SD,20.0,14,2,98.29,1773.5,107.52,97.86,82.14,107.52,107.52,1.0,1,0
bachar-houli,2009,ND,SD,21.0,21,3,98.29,1991.3,106.24,97.32,81.56,106.24,103.28,0.88,1,0
bachar-houli,2010,ND,SD,22.0,26,4,98.29,2104.4,107.09,96.53,83.12,107.09,101.33,0.76,1,0
bachar-houli,2011,ND,SD,23.0,48,5,98.29,2055.0,111.4,107.2,94.73,111.4,106.68,0.717,1,0
bachar-houli,2012,ND,SD,24.0,70,6,98.29,2115.3,105.14,104.37,92.09,105.14,99.95,0.602,1,0
bachar-houli,2013,ND,SD,25.0,91,7,98.29,1948.8,112.11,106.96,97.13,112.11,106.08,0.597,1,0
bachar-houli,2014,ND,SD,26.0,114,8,98.29,1943.3,103.18,99.89,91.39,103.18,97.42,0.511,1,0
bachar-houli,2015,ND,SD,27.0,137,9,98.29,1647.9,108.37,104.55,95.43,108.37,102.4,0.539,1,0
bachar-houli,2016,ND,SD,28.0,149,10,97.54,1481.6,105.65,100.41,91.89,105.65,99.05,0.52,1,0
bachar-houli,2017,ND,SD,29.0,170,11,97.54,1185.0,105.02,101.59,92.53,105.02,99.3,0.542,1,0
bachar-houli,2018,ND,SD,30.0,185,12,94.64,1307.8,94.71,86.25,76.42,94.71,83.73,0.4,1,0
bachar-houli,2019,ND,SD,31.0,207,13,94.64,635.1,108.88,106.55,90.53,108.88,102.13,0.632,1,0
tim-houlihan,2006,ND,SD,18.0,0,0,59.66,7.3,101.34,88.43,61.36,101.34,101.34,1.0,1,0
tim-houlihan,2007,ND,SD,19.0,0,1,59.66,8.4,101.34,88.31,63.15,101.34,101.34,1.0,1,0
tim-houlihan,2008,ND,SD,20.0,8,2,59.66,9.5,96.21,83.29,60.62,96.21,96.21,1.0,1,0
tim-houlihan,2009,ND,SD,21.0,15,3,71.71,0.0,100.84,86.47,66.79,100.84,96.76,0.88,1,0
brad-dick,2006,ND,SF,18.0,0,0,55.1,115.1,89.78,83.28,53.92,89.78,89.78,1.0,1,0
brad-dick,2007,ND,SF,19.0,6,1,55.1,131.2,88.58,80.63,59.3,88.58,88.58,1.0,1,0
brad-dick,2008,ND,SF,20.0,6,2,65.38,149.6,88.06,74.02,57.77,88.06,88.06,1.0,1,0
brad-dick,2009,ND,SF,21.0,22,3,65.38,140.1,94.17,86.83,68.14,94.17,91.05,0.88,1,0
brad-dick,2010,ND,SF,22.0,24,4,80.5,0.0,90.55,82.49,65.74,90.55,84.59,0.76,1,0
brad-dick,2011,ND,SF,23.0,27,5,22.0,0.0,76.35,63.83,50.59,76.35,67.85,0.67,1,0
brennan-stack,2006,ND,SF,18.0,0,0,51.75,0.6,89.78,82.33,51.27,89.78,89.78,1.0,1,0
brennan-stack,2007,ND,SF,19.0,0,1,51.75,0.7,89.78,82.69,55.91,89.78,89.78,1.0,1,0
brennan-stack,2008,ND,SF,20.0,0,2,51.75,0.8,92.13,80.52,55.52,92.13,92.13,1.0,1,0
brennan-stack,2009,ND,SF,21.0,3,3,51.75,0.9,92.55,75.98,53.96,92.55,87.92,0.88,1,0
brennan-stack,2010,ND,SF,22.0,11,4,51.75,0.8,82.1,64.37,49.07,82.1,74.17,0.76,1,0
brennan-stack,2011,ND,SF,23.0,21,5,54.5,0.0,78.66,69.62,56.87,78.66,71.47,0.67,1,0
colin-garland,2006,ND,KPD,18.0,0,0,75.21,715.4,94.53,85.12,60.43,94.53,94.53,1.0,1,0
colin-garland,2007,ND,KPD,19.0,2,1,75.21,815.6,92.47,80.51,63.65,92.47,92.47,1.0,1,0
colin-garland,2008,ND,KPD,20.0,19,2,75.21,925.4,93.29,87.21,69.55,93.29,93.29,1.0,1,0
colin-garland,2009,ND,KPD,21.0,20,3,75.21,817.3,91.62,77.15,64.33,91.62,88.35,0.88,1,0
colin-garland,2010,ND,KPD,22.0,40,4,75.21,752.8,95.54,88.59,77.61,95.54,91.24,0.76,1,0
colin-garland,2011,ND,KPD,23.0,58,5,75.21,641.5,92.48,88.45,78.28,92.48,87.8,0.67,1,0
colin-garland,2012,ND,KPD,24.0,80,6,74.44,534.8,89.26,86.44,77.63,89.26,84.38,0.58,1,0
colin-garland,2013,ND,KPD,25.0,101,7,72.25,175.4,94.76,92.98,83.87,94.76,90.13,0.575,1,0
colin-garland,2014,ND,KPD,26.0,115,8,63.17,139.8,83.48,79.89,74.67,83.48,78.72,0.46,1,0
colin-garland,2015,ND,KPD,27.0,135,9,62.0,1.1,82.24,77.2,73.32,82.24,76.89,0.4,1,0
colin-garland,2016,ND,KPD,28.0,141,10,53.5,0.0,77.88,70.93,67.53,77.88,71.67,0.4,1,0
kyle-reimers,2006,ND,SF,18.0,0,0,68.98,194.9,90.02,77.64,51.67,90.02,90.02,1.0,1,0
kyle-reimers,2007,ND,SF,19.0,3,1,68.98,222.2,83.52,71.81,51.19,83.52,83.52,1.0,1,0
kyle-reimers,2008,ND,SF,20.0,18,2,68.98,82.2,99.99,91.13,75.26,99.99,99.99,1.0,1,0
kyle-reimers,2009,ND,SF,21.0,27,3,64.34,72.3,98.11,87.25,73.73,98.11,95.19,0.88,1,0
kyle-reimers,2010,ND,SF,22.0,40,4,64.34,5.5,94.64,86.67,71.08,94.64,88.98,0.76,1,0
kyle-reimers,2011,ND,SF,23.0,55,5,59.6,1.1,83.79,75.76,63.94,83.79,77.24,0.67,1,0
kyle-reimers,2012,ND,SF,24.0,60,6,56.2,0.0,79.59,71.97,62.65,79.59,72.48,0.58,1,0
david-mackay,2006,ND,MID,18.0,0,0,78.76,147.7,106.32,87.24,54.57,106.32,106.32,1.0,1,0
david-mackay,2007,ND,MID,19.0,0,1,78.76,168.3,106.32,89.88,59.58,106.32,106.32,1.0,1,0
david-mackay,2008,ND,MID,20.0,19,2,78.76,191.9,103.02,92.51,61.74,103.02,103.02,1.0,1,0
david-mackay,2009,ND,MID,21.0,39,3,78.76,132.7,111.86,104.44,85.83,111.86,108.74,0.88,1,0
david-mackay,2010,ND,MID,22.0,55,4,77.02,141.4,107.04,100.54,82.77,107.04,101.22,0.76,1,0
david-mackay,2011,ND,MID,23.0,63,5,77.02,160.6,98.12,92.18,73.07,98.12,89.86,0.67,1,0
david-mackay,2012,ND,MID,24.0,86,6,77.02,135.4,103.83,95.42,83.78,103.83,95.41,0.58,1,0
david-mackay,2013,ND,MID,25.0,105,7,76.0,151.8,92.59,85.54,69.85,92.59,81.67,0.52,1,0
david-mackay,2014,ND,MID,26.0,124,8,76.0,37.8,101.36,93.77,81.06,101.36,90.4,0.46,1,0
david-mackay,2015,ND,MID,27.0,144,9,71.16,42.9,78.25,73.26,60.64,78.25,67.69,0.4,1,0
david-mackay,2016,ND,MID,28.0,163,10,71.16,26.1,87.88,79.89,70.04,87.88,77.17,0.4,1,0
david-mackay,2017,ND,MID,29.0,185,11,68.8,28.8,80.42,69.14,60.86,80.42,68.69,0.4,1,0
david-mackay,2018,ND,MID,30.0,202,12,68.8,30.2,82.16,71.54,60.58,82.16,69.21,0.4,1,0
david-mackay,2019,ND,MID,31.0,220,13,65.14,30.1,81.95,72.28,61.33,81.95,69.58,0.4,1,0
daniel-currie,2006,ND,RUCK,18.0,0,0,85.0,45.3,109.43,93.26,49.71,109.43,109.43,1.0,1,0
daniel-currie,2007,ND,RUCK,19.0,0,1,85.0,51.7,109.43,96.33,66.17,109.43,109.43,1.0,1,0
daniel-currie,2008,ND,RUCK,20.0,0,2,85.0,58.9,107.12,94.61,65.48,107.12,107.12,1.0,1,0
daniel-currie,2009,ND,RUCK,21.0,0,3,85.0,67.1,110.53,92.76,69.8,110.53,105.64,0.88,1,0
daniel-currie,2010,ND,RUCK,22.0,0,4,85.0,76.5,106.39,89.69,73.01,106.39,98.38,0.76,1,0
daniel-currie,2011,ND,RUCK,23.0,0,5,85.0,87.3,106.58,92.0,81.84,106.58,98.42,0.67,1,0
daniel-currie,2012,ND,RUCK,24.0,0,6,85.0,99.5,101.2,91.39,79.06,101.2,91.9,0.58,1,0
daniel-currie,2013,ND,RUCK,25.0,0,7,85.0,113.4,96.87,88.62,77.49,96.87,87.57,0.52,1,0
daniel-currie,2014,ND,RUCK,26.0,4,8,85.0,128.9,92.9,86.03,69.77,92.9,80.41,0.46,1,0
daniel-currie,2015,ND,RUCK,27.0,4,9,85.0,147.0,92.49,83.51,72.14,92.49,80.28,0.4,1,0
daniel-currie,2016,ND,RUCK,28.0,8,10,85.0,106.6,89.28,83.76,70.96,89.28,78.29,0.4,1,0
daniel-currie,2017,ND,RUCK,29.0,10,11,85.0,0.0,88.11,82.45,68.46,88.11,76.32,0.4,1,0
will-schofield,2006,ND,KPD,18.0,0,0,65.88,103.5,95.01,83.36,59.62,95.01,95.01,1.0,1,0
will-schofield,2007,ND,KPD,19.0,3,1,65.88,118.0,92.41,81.44,64.35,92.41,92.41,1.0,1,0
will-schofield,2008,ND,KPD,20.0,12,2,65.88,134.4,90.82,81.39,65.96,90.82,90.82,1.0,1,0
will-schofield,2009,ND,KPD,21.0,15,3,65.88,153.2,83.53,70.14,56.65,83.53,80.3,0.88,1,0
will-schofield,2010,ND,KPD,22.0,35,4,65.88,173.3,82.52,75.44,64.24,82.52,78.13,0.76,1,0
will-schofield,2011,ND,KPD,23.0,58,5,65.88,188.8,79.16,76.66,66.08,79.16,74.84,0.67,1,0
will-schofield,2012,ND,KPD,24.0,78,6,65.88,86.9,80.05,76.45,70.55,80.05,76.06,0.58,1,0
will-schofield,2013,ND,KPD,25.0,94,7,62.89,34.4,80.05,74.0,69.28,80.05,74.88,0.52,1,0
will-schofield,2014,ND,KPD,26.0,111,8,57.0,25.2,73.21,69.69,64.86,73.21,68.7,0.46,1,0
will-schofield,2015,ND,KPD,27.0,132,9,52.78,0.5,71.71,67.63,62.1,71.71,65.94,0.4,1,0
will-schofield,2016,ND,KPD,28.0,154,10,47.12,0.3,67.28,58.52,49.95,67.28,56.88,0.4,1,0
will-schofield,2017,ND,KPD,29.0,164,11,45.51,0.3,61.64,50.88,47.15,61.64,52.94,0.4,1,0
will-schofield,2018,ND,KPD,30.0,176,12,46.61,0.1,61.55,51.67,47.81,61.55,53.31,0.4,1,0
will-schofield,2019,ND,KPD,31.0,190,13,45.64,0.0,61.43,52.63,46.23,61.43,52.31,0.4,1,0
clinton-benjamin,2006,ND,MID,18.0,0,0,0.0,0.0,106.32,85.29,54.49,106.32,106.32,1.0,1,0
brock-o-brien,2006,ND,SD,18.0,0,0,61.0,0.2,99.29,82.11,52.29,99.29,99.29,1.0,1,0
brock-o-brien,2007,ND,SD,19.0,1,1,61.0,0.0,99.44,85.91,61.25,99.44,99.44,1.0,1,0
brock-o-brien,2008,ND,SD,20.0,3,2,43.5,0.0,95.31,80.13,52.62,95.31,95.31,1.0,1,0
lindsay-thomas,2006,ND,SF,18.0,0,0,69.86,136.8,91.89,79.34,50.83,91.89,91.89,1.0,1,0
lindsay-thomas,2007,ND,SF,19.0,12,1,69.86,155.9,87.89,77.21,57.15,87.89,87.89,1.0,1,0
lindsay-thomas,2008,ND,SF,20.0,35,2,69.86,174.7,94.89,88.37,66.62,94.89,94.89,1.0,1,0
lindsay-thomas,2009,ND,SF,21.0,54,3,69.86,196.0,94.46,84.55,66.13,94.46,91.06,0.88,1,0
lindsay-thomas,2010,ND,SF,22.0,72,4,69.86,221.1,85.25,80.89,62.8,85.25,79.86,0.76,1,0
lindsay-thomas,2011,ND,SF,23.0,91,5,69.86,242.9,81.45,77.12,65.34,81.45,76.13,0.67,1,0
lindsay-thomas,2012,ND,SF,24.0,110,6,69.86,154.7,85.71,81.76,71.43,85.71,79.71,0.58,1,0
lindsay-thomas,2013,ND,SF,25.0,130,7,67.09,50.2,85.9,81.09,71.5,85.9,78.99,0.52,1,0
lindsay-thomas,2014,ND,SF,26.0,153,8,62.54,15.2,79.31,77.02,69.06,79.31,73.78,0.46,1,0
lindsay-thomas,2015,ND,SF,27.0,174,9,58.24,14.4,69.65,68.11,60.07,69.65,63.9,0.4,1,0
lindsay-thomas,2016,ND,SF,28.0,196,10,56.02,0.8,69.3,66.24,57.11,69.3,61.98,0.4,1,0
lindsay-thomas,2017,ND,SF,29.0,205,11,52.48,0.2,70.42,63.27,54.7,70.42,60.99,0.4,1,0
lindsay-thomas,2018,ND,SF,30.0,212,12,51.29,0.0,67.09,59.8,50.53,67.09,57.16,0.4,1,0
matt-tyler,2006,ND,KPD,18.0,0,0,0.0,0.0,95.01,83.61,56.08,95.01,95.01,1.0,1,0
robert-gray,2006,ND,SF,18.0,0,0,109.75,2551.1,93.3,81.07,50.47,93.3,93.3,1.0,1,0
robert-gray,2007,ND,SF,19.0,5,1,109.75,2879.9,96.12,85.39,60.3,96.12,96.12,1.0,1,0
robert-gray,2008,ND,SF,20.0,15,2,109.75,3271.6,99.42,91.88,66.51,99.42,99.42,1.0,1,0
robert-gray,2009,ND,SF,21.0,35,3,109.75,3256.3,109.73,103.11,85.91,109.73,107.31,0.899,1,0
robert-gray,2010,ND,SF,22.0,46,4,109.75,3482.7,106.41,101.48,84.3,106.41,101.55,0.78,1,0
robert-gray,2011,ND,SF,23.0,68,5,109.75,3334.5,114.75,107.4,89.63,114.75,108.94,0.769,1,0
robert-gray,2012,ND,SF,24.0,70,6,109.75,3755.2,110.43,106.1,86.02,110.43,102.99,0.695,1,0
robert-gray,2013,ND,SF,25.0,90,7,109.75,3970.9,102.83,98.16,80.58,102.83,93.42,0.577,1,0
robert-gray,2014,ND,SF,26.0,115,8,109.75,3265.6,120.2,114.94,105.06,120.2,116.93,0.784,1,0
robert-gray,2015,ND,SF,27.0,136,9,105.12,2475.1,123.37,119.48,109.0,123.37,119.92,0.76,1,0
robert-gray,2016,ND,SF,28.0,155,10,99.18,1930.1,121.66,116.39,107.12,121.66,118.17,0.76,1,0
robert-gray,2017,ND,SF,29.0,178,11,93.3,1761.8,108.52,105.12,92.27,108.52,103.83,0.711,1,0
robert-gray,2018,ND,SF,30.0,199,12,90.23,1192.0,106.94,105.32,87.55,106.94,101.24,0.706,1,0
robert-gray,2019,ND,SF,31.0,218,13,85.3,920.1,96.57,95.24,77.2,96.57,88.63,0.59,1,0
garry-moss,2006,ND,MID,18.0,0,0,66.44,2.7,106.18,84.72,47.62,106.18,106.18,1.0,1,0
garry-moss,2007,ND,MID,19.0,1,1,66.44,3.1,101.36,80.48,51.79,101.36,101.36,1.0,1,0
garry-moss,2008,ND,MID,20.0,1,2,66.44,3.5,103.36,88.19,54.7,103.36,103.36,1.0,1,0
garry-moss,2009,ND,MID,21.0,10,3,66.44,1.7,104.46,88.55,60.08,104.46,99.14,0.88,1,0
garry-moss,2010,ND,MID,22.0,14,4,67.25,0.0,101.96,89.16,64.63,101.96,93.0,0.76,1,0
simon-hogan,2006,ND,MID,18.0,0,0,57.83,33.4,106.18,85.84,47.62,106.18,106.18,1.0,1,0
simon-hogan,2007,ND,MID,19.0,0,1,57.83,38.0,106.18,88.8,57.37,106.18,106.18,1.0,1,0
simon-hogan,2008,ND,MID,20.0,0,2,57.83,43.4,104.44,89.68,55.07,104.44,104.44,1.0,1,0
simon-hogan,2009,ND,MID,21.0,10,3,57.83,0.0,107.52,92.36,62.74,107.52,102.15,0.88,1,0
simon-hogan,2010,ND,MID,22.0,21,4,48.45,0.0,94.83,86.32,56.94,94.83,85.74,0.76,1,0
simon-hogan,2011,ND,MID,23.0,22,5,30.0,0.0,88.72,79.5,49.69,88.72,75.84,0.67,1,0
daniel-connors,2006,ND,MID,18.0,0,0,85.57,144.6,106.18,81.7,46.47,106.18,106.18,1.0,1,0
daniel-connors,2007,ND,MID,19.0,4,1,85.57,164.9,101.51,78.17,53.56,101.51,101.51,1.0,1,0
daniel-connors,2008,ND,MID,20.0,8,2,85.57,187.8,105.04,89.02,57.89,105.04,105.04,1.0,1,0
daniel-connors,2009,ND,MID,21.0,10,3,85.57,214.1,103.54,83.03,51.37,103.54,97.28,0.88,1,0
daniel-connors,2010,ND,MID,22.0,24,4,85.57,0.0,118.43,103.69,84.57,118.43,110.36,0.762,1,0
