key,player,pos,base,fix1,absence,both
mason-cox,Mason Cox,KEY_FWD,1,1,1,1
thomas-boyd,Thomas Boyd,KEY_FWD,24,24,24,24
joshua-kelly,Joshua Kelly,MID,556,556,556,556
jack-billings,Jack Billings,GEN_FWD,38,38,38,38
marcus-bontempelli,Marcus Bontempelli,MID,3482,3482,3482,3482
kade-kolodjashnij,Kade Kolodjashnij,GEN_DEF,25,25,25,25
matthew-scharenberg,Matthew Scharenberg,GEN_DEF,23,23,23,23
james-aish,James Aish,GEN_DEF,22,22,22,22
luke-mcdonald,Luke McDonald,GEN_DEF,53,53,53,53
christian-salem,Christian Salem,GEN_DEF,578,578,578,578
nathan-freeman,Nathan Freeman,MID,41,41,41,41
dominic-sheed,Dominic Sheed,MID,39,39,39,39
ben-lennon,Ben Lennon,GEN_FWD,29,29,29,29
cameron-mccarthy,Cameron McCarthy,KEY_FWD,18,18,18,18
zak-jones,Zak Jones,MID,30,30,30,30
darcy-lang,Darcy Lang,MID,29,29,29,29
michael-apeness,Michael Apeness,KEY_FWD,17,17,17,17
luke-dunstan,Luke Dunstan,MID,26,26,26,26
jack-leslie,Jack Leslie,KEY_DEF,19,19,19,19
jarman-impey,Jarman Impey,GEN_DEF,683,683,683,683
darcy-gardiner,Darcy Gardiner,KEY_DEF,46,46,46,46
matt-crouch,Matt Crouch,MID,23,23,23,23
billy-hartung,Billy Hartung,MID,22,22,22,22
zachary-merrett,Zachary Merrett,MID,2891,2891,2891,2891
sean-lemmens,Sean Lemmens,GEN_DEF,13,13,13,13
lewis-taylor,Lewis Taylor,GEN_FWD,14,14,14,14
rory-lobb,Rory Lobb,KEY_DEF,353,353,353,353
trent-dumont,Trent Dumont,MID,19,19,19,19
malcolm-karpany,Malcolm Karpany,GEN_FWD,13,13,13,13
tom-cutler,Tom Cutler,GEN_DEF,12,12,12,12
nicholas-robertson,Nicholas Robertson,GEN_FWD,13,13,13,13
jarrad-jansen,Jarrad Jansen,MID,16,16,16,16
alex-pearce,Alex Pearce,KEY_DEF,38,38,38,38
dayle-garlett,Dayle Garlett,GEN_FWD,13,13,13,13
cameron-giles,Cameron Giles,KEY_DEF,15,15,15,15
jay-kennedy-harris,Jay Kennedy-Harris,GEN_FWD,11,11,11,11
jake-kolodjashnij,Jake Kolodjashnij,KEY_DEF,37,37,37,37
matthew-fuller,Matthew Fuller,GEN_DEF,4,4,4,4
tom-barrass,Tom Barrass,KEY_DEF,475,475,475,475
aliir-aliir,Aliir Aliir,KEY_DEF,996,996,996,996
mitchell-harvey,Mitchell Harvey,KEY_FWD,10,10,10,10
riley-knight,Riley Knight,MID,13,13,13,13
ben-brown,Ben Brown,KEY_FWD,10,10,10,10
dylan-main,Dylan Main,GEN_DEF,11,11,11,11
nicholas-holman,Nicholas Holman,GEN_FWD,24,24,24,24
darcy-byrne-jones,Darcy Byrne-Jones,GEN_DEF,252,252,252,252
orazio-fantasia,Orazio Fantasia,GEN_FWD,10,10,10,10
jayden-hunt,Jayden Hunt,GEN_DEF,11,11,11,11
brady-grey,Brady Grey,GEN_DEF,11,11,11,11
mitch-honeychurch,Mitch Honeychurch,GEN_FWD,9,9,9,9
jonathan-freeman,Jonathan Freeman,KEY_FWD,12,12,12,12
tom-langdon,Tom Langdon,GEN_DEF,12,12,12,12
sam-lloyd,Sam Lloyd,GEN_FWD,4,4,4,4
jonathon-marsh,Jonathon Marsh,KEY_DEF,13,13,13,13
jake-barrett,Jake Barrett,MID,12,12,12,12
james-harmes,James Harmes,MID,11,11,11,11
eli-templeton,Eli Templeton,GEN_FWD,7,7,7,7
louis-herbert,Louis Herbert,GEN_FWD,10,10,10,10
will-maginness,Will Maginness,GEN_FWD,8,8,8,8
isaac-conway,Isaac Conway,KEY_FWD,13,13,13,13
charlie-cameron,Charlie Cameron,GEN_FWD,271,271,271,271
fraser-thurlow,Fraser Thurlow,MID,8,8,8,8
luke-reynolds,Luke Reynolds,GEN_FWD,8,8,8,8
sam-russell,Sam Russell,RUC,10,10,10,10
james-toohey,James Toohey,KEY_DEF,24,24,24,24
michael-wood,Michael Wood,GEN_DEF,15,15,15,15
dallas-willsmore,Dallas Willsmore,GEN_DEF,11,11,11,11
max-king-1,Maximus King,GEN_FWD,9,9,9,9
rowen-powell,Rowen Powell,MID,10,10,10,10
zac-o-brien,Zac O'Brien,MID,1,1,1,1
james-battersby,James Battersby,MID,10,10,10,10
kayne-turner,Kayne Turner,GEN_FWD,10,10,10,10
sam-gray,Sam Gray,GEN_FWD,7,7,7,7
nick-bourke,Nick Bourke,GEN_FWD,10,10,10,10
thomas-vandeleur,Thomas Vandeleur,GEN_FWD,10,10,10,10
alexis-georgiou,Alexis Georgiou,KEY_FWD,4,4,4,4
jake-kelly,Jake Kelly,GEN_DEF,10,10,10,10
blaine-johnson,Blaine Johnson,MID,10,10,10,10
zac-bates,Zac Bates,RUC,10,10,10,10
jacob-ballard,Jacob Ballard,KEY_DEF,25,25,25,25
zac-webster,Zac Webster,GEN_DEF,10,10,10,10
alex-spina,Alex Spina,GEN_DEF,10,10,10,10
ben-ross,Ben Ross,GEN_FWD,0,0,0,0
lloyd-perris,Lloyd Perris,MID,10,10,10,10
jared-ellis,Jared Ellis,MID,8,8,8,8
archie-smith,Archie Smith,RUC,10,10,10,10
shem-tatupu,Shem Tatupu,RUC,10,10,10,10
johnny-rayner,Johnny Rayner,RUC,10,10,10,10
patrick-mitchell,Patrick Mitchell,RUC,10,10,10,10
michael-luxford,Michael Luxford,MID,8,8,8,8
jason-holmes,Jason Holmes,RUC,10,10,10,10
kurt-heatherley,Kurt Heatherley,KEY_DEF,11,11,11,11
ciaran-sheehan,Ciaran Sheehan,GEN_DEF,1,1,1,1
daniel-flynn,Daniel Flynn,GEN_DEF,10,10,10,10
ciaran-byrne,Ciaran Byrne,GEN_DEF,10,10,10,10
jonathan-o-rourke,Jonathan O'Rourke,MID,71,71,71,71
jack-martin,Jack Martin,GEN_FWD,96,96,96,96
lachlan-plowman,Lachlan Plowman,GEN_DEF,27,27,27,27
jimmy-toumpas,Jimmy Toumpas,MID,51,51,51,51
jake-stringer,Jake Stringer,GEN_FWD,136,136,136,136
jackson-macrae,Jackson Macrae,MID,242,242,242,242
joe-daniher,Joe Daniher,KEY_FWD,21,21,21,21
oliver-wines,Oliver Wines,MID,479,479,479,479
sam-mayes,Sam Mayes,GEN_FWD,31,31,31,31
nick-vlastuin,Nick Vlastuin,GEN_DEF,100,100,100,100
jack-viney,Jack Viney,MID,383,383,383,383
troy-menzel,Troy Menzel,GEN_FWD,26,26,26,26
kristian-jaksch,Kristian Jaksch,KEY_FWD,18,18,18,18
jesse-lonergan,Jesse Lonergan,MID,27,27,27,27
aidan-corr,Aidan Corr,KEY_DEF,50,50,50,50
taylor-garner,Taylor Garner,GEN_FWD,19,19,19,19
jackson-thurlow,Jackson Thurlow,GEN_DEF,15,15,15,15
josh-simpson,Josh Simpson,MID,24,24,24,24
brodie-grundy,Brodie Grundy,RUC,3718,3718,3718,3718
ben-kennedy,Ben Kennedy,GEN_FWD,16,16,16,16
timothy-broomhead,Timothy Broomhead,MID,22,22,22,22
nathan-hrovat,Nathan Hrovat,MID,22,22,22,22
dean-towers,Dean Towers,GEN_FWD,11,11,11,11
marco-paparone,Marco Paparone,GEN_FWD,14,14,14,14
nathan-wright,Nathan Wright,GEN_DEF,13,13,13,13
spencer-white,Spencer White,KEY_FWD,15,15,15,15
james-stewart,James Stewart,KEY_FWD,15,15,15,15
tim-o-brien,Tim O'Brien,KEY_FWD,15,15,15,15
tom-clurey,Tom Clurey,KEY_DEF,15,15,15,15
mason-shaw,Mason Shaw,KEY_FWD,14,14,14,14
kamdyn-mcintosh,Kamdyn McIntosh,MID,16,16,16,16
michael-close,Michael Close,KEY_FWD,13,13,13,13
liam-mcbean,Liam McBean,KEY_FWD,13,13,13,13
jason-ashby,Jason Ashby,GEN_DEF,12,12,12,12
tom-temay,Tom Temay,GEN_DEF,12,12,12,12
tanner-smith,Tanner Smith,KEY_DEF,15,15,15,15
jackson-ramsey,Jackson Ramsey,GEN_DEF,11,11,11,11
max-duffy,Max Duffy,GEN_FWD,13,13,13,13
brodie-murdoch,Brodie Murdoch,GEN_FWD,10,10,10,10
mason-wood,Mason Wood,GEN_FWD,154,154,154,154
matthew-mcdonough,Matthew McDonough,GEN_DEF,11,11,11,11
josh-saunders,Josh Saunders,GEN_FWD,10,10,10,10
harrison-marsh,Harrison Marsh,GEN_DEF,11,11,11,11
brant-colledge,Brant Colledge,KEY_FWD,10,10,10,10
tim-membrey,Tim Membrey,KEY_FWD,41,41,41,41
mitchell-wilkins,Mitchell Wilkins,GEN_FWD,10,10,10,10
dean-kent,Dean Kent,GEN_FWD,10,10,10,10
lachlan-hunter,Lachlan Hunter,MID,13,13,13,13
joshua-prudden,Joshua Prudden,MID,12,12,12,12
dylan-van-unen,Dylan Van Unen,KEY_FWD,5,5,5,5
matt-jones,Matt Jones,GEN_FWD,3,3,3,3
martin-gleeson,Martin Gleeson,GEN_DEF,11,11,11,11
nicholas-graham,Nicholas Graham,MID,12,12,12,12
tim-sumner,Tim Sumner,GEN_FWD,9,9,9,9
clay-cameron,Clay Cameron,KEY_DEF,13,13,13,13
adam-carter,Adam Carter,MID,12,12,12,12
sam-siggins,Sam Siggins,KEY_DEF,13,13,13,13
matthew-dick,Matthew Dick,RUC,12,12,12,12
kaiden-brand,Kaiden Brand,KEY_DEF,13,13,13,13
nicholas-kommer,Nicholas Kommer,GEN_DEF,5,5,5,5
lewis-pierce,Lewis Pierce,RUC,12,12,12,12
bradley-hartman,Bradley Hartman,GEN_FWD,9,9,9,9
rory-atkins,Rory Atkins,MID,11,11,11,11
sean-gregory,Sean Gregory,GEN_DEF,11,11,11,11
bret-thornton,Bret Thornton,KEY_DEF,0,0,0,0
sam-colquhoun,Sam Colquhoun,GEN_DEF,12,12,12,12
will-hams,Will Hams,GEN_FWD,9,9,9,9
jack-hannath,Jack Hannath,RUC,10,10,10,10
leigh-osborne,Leigh Osborne,GEN_FWD,2,2,2,2
nathan-stark,Nathan Stark,KEY_FWD,10,10,10,10
bret-goodes,Bret Goodes,GEN_DEF,0,0,0,0
kane-mitchell,Kane Mitchell,MID,1,1,1,1
nick-hayes,Nick Hayes,MID,10,10,10,10
tim-mcgenniss,Tim Mcgenniss,MID,10,10,10,10
matthew-taberner,Matthew Taberner,KEY_FWD,14,14,14,14
callum-sinclair,Callum Sinclair,RUC,10,10,10,10
kyle-martin,Kyle Martin,KEY_DEF,9,9,9,9
kyle-hartigan,Kyle Hartigan,KEY_DEF,17,17,17,17
jonathon-ceglar,Jonathon Ceglar,RUC,10,10,10,10
jake-lloyd,Jake Lloyd,GEN_DEF,42,42,42,42
mitchell-clisby,Mitchell Clisby,GEN_DEF,1,1,1,1
justin-hoskin,Justin Hoskin,GEN_DEF,7,7,7,7
alex-howson,Alex Howson,GEN_DEF,10,10,10,10
sam-dwyer,Sam Dwyer,GEN_FWD,0,0,0,0
xavier-richards,Xavier Richards,KEY_DEF,23,23,23,23
adam-oxley,Adam Oxley,GEN_DEF,10,10,10,10
dane-rampe,Dane Rampe,GEN_DEF,12,12,12,12
cadeyn-williams,Cadeyn Williams,MID,10,10,10,10
jack-frost,Jack Frost,KEY_DEF,20,20,20,20
craig-moller,Craig Moller,RUC,10,10,10,10
daniel-robinson,Daniel Robinson,MID,10,10,10,10
brandon-jack,Brandon Jack,GEN_FWD,11,11,11,11
sam-naismith,Sam Naismith,RUC,10,10,10,10
zachary-williams,Zachary Williams,GEN_DEF,150,150,150,150
andrew-boston,Andrew Boston,MID,8,8,8,8
jordan-bourke,Jordan Bourke,MID,8,8,8,8
joe-redfern,Joe Redfern,MID,8,8,8,8
ciaran-kilkenny,Ciaran Kilkenny,GEN_DEF,1,1,1,1
gideon-simon,Gideon Simon,RUC,10,10,10,10
eric-wallace,Eric Wallace,RUC,10,10,10,10
ben-richmond,Ben Richmond,RUC,10,10,10,10
tim-klaosen,Tim Klaosen,RUC,10,10,10,10
jack-osborn,Jack Osborn,RUC,10,10,10,10
jaeger-o-meara,Jaeger O'Meara,MID,182,182,182,182
jonathon-patton,Jonathon Patton,KEY_FWD,24,24,24,24
stephen-coniglio,Stephen Coniglio,MID,161,161,161,161
dylan-shiel,Dylan Shiel,MID,61,61,61,61
dom-tyson,Dom Tyson,MID,57,57,57,57
will-hoskin-elliott,Will Hoskin-Elliott,GEN_FWD,36,36,36,36
matthew-buntine,Matthew Buntine,GEN_DEF,22,22,22,22
chad-wingard,Chad Wingard,GEN_FWD,34,34,34,34
brad-crouch,Brad Crouch,MID,44,44,44,44
nick-haynes,Nick Haynes,GEN_DEF,78,78,78,78
billy-longer,Billy Longer,RUC,23,23,23,23
jeremy-cameron,Jeremy Cameron,KEY_FWD,1434,1434,1434,1434
tom-mitchell,Tom Mitchell,MID,32,32,32,32
adam-treloar,Adam Treloar,MID,604,604,604,604
adam-tomlinson,Adam Tomlinson,KEY_DEF,21,21,21,21
liam-sumner,Liam Sumner,GEN_FWD,22,22,22,22
toby-greene,Toby Greene,GEN_FWD,817,817,817,817
sam-docherty,Sam Docherty,GEN_DEF,16,16,16,16
taylor-adams,Taylor Adams,GEN_FWD,18,18,18,18
devon-smith,Devon Smith,GEN_FWD,18,18,18,18
brandon-ellis,Brandon Ellis,MID,23,23,23,23
thomas-sheridan,Thomas Sheridan,MID,23,23,23,23
clay-smith,Clay Smith,MID,22,22,22,22
bradley-mckenzie,Bradley McKenzie,GEN_DEF,13,13,13,13
elliott-kavanagh,Elliott Kavanagh,MID,21,21,21,21
hayden-crozier,Hayden Crozier,GEN_DEF,13,13,13,13
josh-bootsma,Josh Bootsma,GEN_DEF,13,13,13,13
murray-newman,Murray Newman,GEN_DEF,13,13,13,13
henry-schade,Henry Schade,KEY_DEF,16,16,16,16
sebastian-ross,Sebastian Ross,MID,18,18,18,18
todd-elton,Todd Elton,KEY_FWD,14,14,14,14
sam-kerridge,Sam Kerridge,MID,17,17,17,17
fraser-mcinnes,Fraser McInnes,KEY_FWD,13,13,13,13
alex-forster,Alex Forster,RUC,18,18,18,18
elliot-yeo,Elliot Yeo,MID,537,537,537,537
jackson-merrett,Jackson Merrett,MID,15,15,15,15
joel-hamling,Joel Hamling,KEY_DEF,36,36,36,36
bradley-hill,Bradley Hill,GEN_FWD,795,795,795,795
shane-kersten,Shane Kersten,KEY_FWD,10,10,10,10
daniel-markworth,Daniel Markworth,GEN_FWD,12,12,12,12
rory-taggert,Rory Taggert,MID,13,13,13,13
jack-newnes,Jack Newnes,MID,13,13,13,13
jordan-kelly,Jordan Kelly,GEN_DEF,11,11,11,11
michael-talia,Michael Talia,KEY_DEF,13,13,13,13
tom-curran,Tom Curran,GEN_DEF,11,11,11,11
mitchell-grigg,Mitchell Grigg,MID,12,12,12,12
jimmy-webster,Jimmy Webster,GEN_DEF,11,11,11,11
jordan-lockyer,Jordan Lockyer,GEN_DEF,11,11,11,11
brendon-ah-chee,Brendon Ah Chee,GEN_FWD,9,9,9,9
nick-joyce,Nick Joyce,MID,12,12,12,12
patrick-wearden,Patrick Wearden,MID,12,12,12,12
jordan-murdoch,Jordan Murdoch,GEN_FWD,12,12,12,12
daniel-pearce,Daniel Pearce,KEY_DEF,13,13,13,13
jackson-paine,Jackson Paine,KEY_DEF,13,13,13,13
nathan-blee,Nathan Blee,GEN_DEF,8,8,8,8
josh-tynan,Josh Tynan,KEY_FWD,10,10,10,10
alex-woodward,Alex Woodward,MID,11,11,11,11
matthew-arnot,Matthew Arnot,RUC,12,12,12,12
tom-downie,Tom Downie,RUC,12,12,12,12
tory-dickson,Tory Dickson,GEN_FWD,3,3,3,3
lachie-neale,Lachie Neale,MID,1816,1816,1816,1816
nicholas-o-brien,Nicholas O'Brien,KEY_DEF,13,13,13,13
jay-lever,Jay Lever,GEN_DEF,11,11,11,11
alex-brown,Alex Brown,GEN_DEF,11,11,11,11
dylan-buckley,Dylan Buckley,GEN_DEF,11,11,11,11
cameron-ellis-yolmen,Cameron Ellis-Yolmen,MID,11,11,11,11
corey-gault,Corey Gault,KEY_FWD,11,11,11,11
lincoln-mccarthy,Lincoln McCarthy,GEN_FWD,27,27,27,27
jarrod-witts,Jarrod Witts,RUC,378,378,378,378
cameron-sutcliffe,Cameron Sutcliffe,MID,10,10,10,10
orren-stephenson,Orren Stephenson,RUC,11,11,11,11
jed-bews,Jed Bews,GEN_DEF,27,27,27,27
james-mcdonald,James McDonald,MID,3,3,3,3
alex-sexton,Alex Sexton,GEN_DEF,10,10,10,10
jackson-allen,Jackson Allen,MID,10,10,10,10
aaron-hall,Aaron Hall,MID,6,6,6,6
john-mccarthy,John McCarthy,MID,3,3,3,3
brett-o-hanlon,Brett O'Hanlon,MID,10,10,10,10
fletcher-roberts,Fletcher Roberts,KEY_DEF,14,14,14,14
sam-frost,Sam Frost,KEY_DEF,14,14,14,14
kyal-horsely,Kyal Horsely,MID,0,0,0,0
justin-clarke,Justin Clarke,KEY_DEF,14,14,14,14
jai-sheehan,Jai Sheehan,GEN_FWD,11,11,11,11
lee-spurr,Lee Spurr,GEN_DEF,0,0,0,0
lin-jong,Lin Jong,MID,10,10,10,10
max-warren,Max Warren,GEN_FWD,11,11,11,11
lauchlan-dalgleish,Lauchlan Dalgleish,KEY_FWD,9,9,9,9
sam-dunnell,Sam Dunnell,MID,9,9,9,9
shane-biggs,Shane Biggs,GEN_DEF,10,10,10,10
tom-bell,Tom Bell,MID,12,12,12,12
michael-mascoulis,Michael Mascoulis,RUC,10,10,10,10
lachlan-smith-2011,Lachlan Smith,RUC,10,10,10,10
cam-eardley,Cam Eardley,KEY_DEF,14,14,14,14
danny-butcher,Danny Butcher,GEN_DEF,9,9,9,9
stephen-wrigley,Stephen Wrigley,GEN_DEF,0,0,0,0
dylan-orval,Dylan Orval,MID,10,10,10,10
tom-couch,Tom Couch,MID,1,1,1,1
ben-darrou,Ben Darrou,GEN_FWD,11,11,11,11
haiden-schloithe,Haiden Schloithe,GEN_FWD,11,11,11,11
tom-campbell,Tom Campbell,RUC,10,10,10,10
brad-mangan,Brad Mangan,MID,12,12,12,12
corey-dell-olio,Corey Dell'Olio,GEN_FWD,3,3,3,3
cameron-shenton,Cameron Shenton,GEN_FWD,8,8,8,8
callum-papertalk,Callum Papertalk,GEN_DEF,11,11,11,11
amos-frank,Amos Frank,GEN_FWD,1,1,1,1
marley-williams,Marley Williams,GEN_DEF,9,9,9,9
jackson-sheringham,Jackson Sheringham,MID,1,1,1,1
jack-crisp,Jack Crisp,MID,593,593,593,593
tim-mcintyre,Tim McIntyre,MID,3,3,3,3
james-magmer,James Magmer,GEN_FWD,1,1,1,1
stephen-verrier,Stephen Verrier,GEN_FWD,11,11,11,11
alex-greenwood,Alex Greenwood,KEY_FWD,9,9,9,9
mark-baguley,Mark Baguley,GEN_DEF,0,0,0,0
jordan-staley,Jordan Staley,MID,10,10,10,10
frazer-dale,Frazer Dale,RUC,10,10,10,10
shaun-edwards,Shaun Edwards,MID,10,10,10,10
andrew-boseley,Andrew Boseley,GEN_DEF,11,11,11,11
leigh-williams,Leigh Williams,MID,9,9,9,9
gibson-turner,Gibson Turner,MID,10,10,10,10
jordan-king,Jordan King,GEN_FWD,11,11,11,11
jack-redpath,Jack Redpath,KEY_FWD,10,10,10,10
hal-hunter,Hal Hunter,GEN_FWD,11,11,11,11
darren-minchington,Darren Minchington,GEN_FWD,11,11,11,11
piva-wright,Piva Wright,KEY_FWD,9,9,9,9
brendan-lee,Brendan Lee,MID,0,0,0,0
caolan-mooney,Caolan Mooney,KEY_FWD,7,7,7,7
john-heslin,John Heslin,MID,10,10,10,10
harry-cunningham,Harry Cunningham,GEN_DEF,3,3,3,3
josh-hall,Josh Hall,KEY_FWD,9,9,9,9
sam-michael,Sam Michael,MID,8,8,8,8
anthony-miles,Anthony Miles,MID,10,10,10,10
richard-newell,Richard Newell,KEY_DEF,8,8,8,8
matthew-lodge,Matthew Lodge,GEN_DEF,7,7,7,7
michael-hartley,Michael Hartley,KEY_DEF,8,8,8,8
jack-lynch,Jack Lynch,GEN_DEF,7,7,7,7
ben-dowdell,Ben Dowdell,RUC,10,10,10,10
israel-folau,Israel Folau,GEN_FWD,1,1,1,1
mark-blicavs,Mark Blicavs,MID,10,10,10,10
david-swallow,David Swallow,MID,73,73,73,73
harley-bennell,Harley Bennell,GEN_FWD,38,38,38,38
sam-day,Sam Day,KEY_FWD,24,24,24,24
andrew-gaff,Andrew Gaff,MID,57,57,57,57
jared-polec,Jared Polec,MID,51,51,51,51
reece-conca,Reece Conca,GEN_DEF,22,22,22,22
josh-caddy,Josh Caddy,MID,46,46,46,46
dyson-heppell,Dyson Heppell,MID,44,44,44,44
dion-prestia,Dion Prestia,MID,328,328,328,328
daniel-gorringe,Daniel Gorringe,RUC,23,23,23,23
tom-lynch-1,Tom Lynch,KEY_FWD,185,185,185,185
lucas-cook,Lucas Cook,KEY_FWD,18,18,18,18
sebastian-tape,Sebastian Tape,GEN_DEF,19,19,19,19
brodie-smith,Brodie Smith,GEN_DEF,18,18,18,18
billie-smedts,Billie Smedts,MID,27,27,27,27
ben-jacobs,Ben Jacobs,MID,25,25,25,25
mitchell-wallis,Mitchell Wallis,MID,24,24,24,24
shaun-atley,Shaun Atley,GEN_DEF,14,14,14,14
matthew-watson-1,Matthew Watson,KEY_DEF,18,18,18,18
isaac-smith,Isaac Smith,MID,12,12,12,12
charlie-dixon,Charlie Dixon,KEY_FWD,13,13,13,13
jayden-pitt,Jayden Pitt,MID,21,21,21,21
jed-lamb,Jed Lamb,GEN_FWD,14,14,14,14
cameron-guthrie,Cameron Guthrie,MID,19,19,19,19
jamie-cripps,Jamie Cripps,GEN_FWD,35,35,35,35
patrick-karnezis,Patrick Karnezis,KEY_FWD,14,14,14,14
jack-darling,Jack Darling,KEY_FWD,372,372,372,372
kieran-harper,Kieran Harper,GEN_FWD,12,12,12,12
ryan-lester,Ryan Lester,KEY_DEF,924,924,924,924
scott-lycett,Scott Lycett,RUC,18,18,18,18
jake-batchelor,Jake Batchelor,GEN_DEF,12,12,12,12
ariel-steinberg,Ariel Steinberg,KEY_FWD,11,11,11,11
joshua-green,Joshua Green,GEN_FWD,11,11,11,11
jeremy-howe,Jeremy Howe,GEN_DEF,281,281,281,281
patrick-mccarthy,Patrick McCarthy,KEY_DEF,14,14,14,14
ben-newton,Ben Newton,MID,14,14,14,14
aaron-young,Aaron Young,GEN_FWD,10,10,10,10
george-horlin-smith,George Horlin-Smith,MID,13,13,13,13
mitchell-hallahan,Mitchell Hallahan,GEN_FWD,10,10,10,10
jeremy-taylor,Jeremy Taylor,GEN_DEF,11,11,11,11
luke-mitchell,Luke Mitchell,GEN_DEF,11,11,11,11
sam-crocker,Sam Crocker,MID,13,13,13,13
viv-michie,Viv Michie,GEN_FWD,10,10,10,10
alex-fasolo,Alex Fasolo,GEN_FWD,9,9,9,9
daniel-farmer,Daniel Farmer,GEN_FWD,9,9,9,9
bradley-helbig,Bradley Helbig,GEN_FWD,9,9,9,9
steven-may,Steven May,KEY_DEF,13,13,13,13
alex-browne,Alex Browne,MID,12,12,12,12
troy-davis,Troy Davis,KEY_DEF,13,13,13,13
dean-macdonald,Dean MacDonald,GEN_DEF,11,11,11,11
cameron-o-shea,Cameron O'Shea,GEN_DEF,11,11,11,11
tom-mcdonald,Tom McDonald,KEY_DEF,351,351,351,351
jordan-schroder,Jordan Schroder,GEN_DEF,11,11,11,11
angus-dewar,Angus Dewar,GEN_DEF,11,11,11,11
josh-mellington,Josh Mellington,MID,11,11,11,11
alex-johnson,Alex Johnson,GEN_DEF,11,11,11,11
tom-ledger,Tom Ledger,GEN_FWD,8,8,8,8
kirk-ugle,Kirk Ugle,KEY_FWD,10,10,10,10
jarryd-lyons,Jarryd Lyons,MID,11,11,11,11
jacob-brennan,Jacob Brennan,MID,10,10,10,10
tom-derickx,Tom Derickx,RUC,12,12,12,12
luke-davis,Luke Davis,RUC,12,12,12,12
paul-puopolo,Paul Puopolo,GEN_FWD,5,5,5,5
andrew-mcinnes,Andrew McInnes,GEN_DEF,11,11,11,11
cameron-delaney,Cameron Delaney,KEY_DEF,13,13,13,13
nicholas-duigan,Nicholas Duigan,GEN_DEF,3,3,3,3
ben-mabon,Ben Mabon,GEN_DEF,10,10,10,10
jayden-schofield,Jayden Schofield,GEN_DEF,10,10,10,10
arryn-siposs,Arryn Siposs,GEN_FWD,8,8,8,8
paul-seedsman,Paul Seedsman,GEN_DEF,10,10,10,10
trent-stubbs,Trent Stubbs,MID,10,10,10,10
michael-ross,Michael Ross,GEN_FWD,9,9,9,9
zephaniah-skinner,Zephaniah Skinner,GEN_FWD,8,8,8,8
tom-hill,Tom Hill,GEN_FWD,9,9,9,9
thomas-young,Thomas Young,GEN_DEF,10,10,10,10
blayne-wilson,Blayne Wilson,GEN_DEF,8,8,8,8
michael-hibberd,Michael Hibberd,GEN_DEF,5,5,5,5
stephen-clifton,Stephen Clifton,MID,1,1,1,1
rhys-cooyou,Rhys Cooyou,MID,16,16,16,16
andrew-phillips-1,Andrew Phillips,RUC,10,10,10,10
jimmi-savage,Jimmi Savage,GEN_FWD,10,10,10,10
isiah-stevens,Isiah Stevens,GEN_FWD,10,10,10,10
rory-thompson,Rory Thompson,KEY_DEF,20,20,20,20
tom-hickey,Tom Hickey,RUC,10,10,10,10
ben-jakobi,Ben Jakobi,MID,16,16,16,16
josh-jenkins,Josh Jenkins,KEY_FWD,10,10,10,10
brad-harvey,Brad Harvey,RUC,10,10,10,10
daniel-nicholson,Daniel Nicholson,KEY_DEF,17,17,17,17
tim-milera,Tim Milera,GEN_FWD,10,10,10,10
thomas-jonas,Thomas Jonas,GEN_DEF,10,10,10,10
cameron-pedersen,Cameron Pedersen,KEY_DEF,5,5,5,5
sam-menegola,Sam Menegola,MID,11,11,11,11
gavin-roberts,Gavin Roberts,GEN_DEF,10,10,10,10
max-otten,Max Otten,GEN_DEF,8,8,8,8
luke-dahlhaus,Luke Dahlhaus,GEN_FWD,10,10,10,10
joshua-walker,Joshua Walker,KEY_DEF,13,13,13,13
thomas-curren,Thomas Curren,MID,11,11,11,11
thomas-gordon,Thomas Gordon,MID,11,11,11,11
anton-hamp,Anton Hamp,GEN_FWD,10,10,10,10
brad-miller,Brad Miller,KEY_FWD,1,1,1,1
michael-evans,Michael Evans,KEY_FWD,9,9,9,9
jake-von-bertouch,Jake Von Bertouch,KEY_FWD,9,9,9,9
callum-hay,Callum Hay,RUC,10,10,10,10
aaron-mullett,Aaron Mullett,GEN_DEF,8,8,8,8
thomas-schneider,Thomas Schneider,KEY_DEF,13,13,13,13
ben-haren,Ben Haren,GEN_DEF,8,8,8,8
jason-johannisen,Jason Johannisen,GEN_DEF,8,8,8,8
george-burbury,George Burbury,GEN_DEF,8,8,8,8
warrick-andreoli,Warrick Andreoli,MID,11,11,11,11
jack-stanley,Jack Stanley,MID,13,13,13,13
declan-reilly,Declan Reilly,GEN_FWD,10,10,10,10
jeremy-mcgovern,Jeremy McGovern,KEY_DEF,13,13,13,13
kelvin-lawrence,Kelvin Lawrence,GEN_FWD,10,10,10,10
lachlan-roach,Lachlan Roach,KEY_FWD,9,9,9,9
jarrad-irons,Jarrad Irons,MID,11,11,11,11
wayde-twomey,Wayde Twomey,RUC,10,10,10,10
derick-wanganeen,Derick Wanganeen,KEY_DEF,20,20,20,20
jack-perham,Jack Perham,GEN_DEF,9,9,9,9
cameron-johnston,Cameron Johnston,GEN_DEF,8,8,8,8
ian-callinan,Ian Callinan,GEN_FWD,0,0,0,0
mitch-curnow,Mitch Curnow,RUC,10,10,10,10
mitchell-carter,Mitchell Carter,MID,16,16,16,16
